,AQI,城市道路照明灯千盏,城市公共汽、电车车辆运营数辆,城市公共汽、电车运营线路总长度公里,城市建设用地面积平方公里,城市绿地面积公顷,城市排水管道长度公里,城市桥梁座,城市清扫保洁面积万平方米,城市燃气普及率%,城市人口密度人每平方公里,城市污水日处理能力万立方米,城市用水普及率%,除涝面积千公顷,低温冷冻和雪灾受灾面积千公顷,电子商务采购额亿元,电子商务销售额亿元,发明专利授权数件,分地区公路货运量(万吨,分地区水路货运量万吨,分地区铁路货运量万吨,分地区用电量亿千瓦小时,风雹灾害受灾面积千公顷,公路货物周转量亿吨公里).,公路客运量万人,公路旅客周转量亿人公里,供热面积万平方米,供热总量-热水万吉焦,供热总量-蒸汽万吉焦,国家自然保护区个数(个,国家自然保护区面积万公顷,旱灾受灾面积千公顷,洪涝、地质灾害和台风受灾面积千公顷,技术市场成交额万元,建成区绿化覆盖率%,居民人均消费支出元,每万人拥有公共厕所座,每万人拥有公共交通车辆标台,年末人口数.,年末实有道路面积万平方米 ,年末实有道路长度公里,企业期末使用计算机数台,企业拥有网站数个,全年供水总量万立方千米,人工煤气管道长度公里,人工煤气全年供气总量万立方米,人工煤气用气人口数万人,人均城市道路面积平方米,人均公园绿地面积平方米,人均可支配收入元,人均生活用水量升,生活垃圾清运量万吨,生活垃圾无害化处理厂数座,生活垃圾无害化处理量万吨,生活垃圾无害化处理率(%).,生活垃圾无害化处理能力吨每日,实用新型专利授权数件,受灾人口万人次,水库总容量亿立方米,水路货物周转量亿吨公里,水土流失治理面积千公顷,水运客运量万人,水运旅客周转量亿人公里,天然气管道长度公里,天然气全年供气总量万立方米,天然气用气人口数万人,铁路货物周转量亿吨公里,铁路客运量万人,铁路旅客周转量亿人公里,外观设计专利授权数件,液化石油气管道长度公里,液化石油气全年供气总量吨,液化石油气用气人口万人,用水人口万人,有电子商务交易活动企业数个,主要城市降水量毫米,主要城市平均气温摄氏度,主要城市平均相对湿度%,主要城市日照时数小时,城区面积（平方公里）.xlsx,城市出租汽车（辆）.xlsx,城市道路照明灯（千盏）.xlsx,城市公共汽、电车车辆运营数（辆）.xlsx,城市公共汽、电车运营线路总长度（公里）.xlsx,城市建设用地面积（平方公里）.xlsx,城市绿地面积（公顷）.xlsx,城市排水管道长度（公里）.xlsx,城市桥梁（座）.xlsx,城市清扫保洁面积（万平方米）.xlsx,城市燃气普及率（%）.xlsx,城市人口密度（人每平方公里）.xlsx,城市污水日处理能力（万立方米）.xlsx,城市用水普及率（%）.xlsx,除涝面积（千公顷）.xlsx,低温冷冻和雪灾受灾面积（千公顷）.xlsx,电子商务采购额（亿元）.xlsx,电子商务销售额（亿元）.xlsx,发明专利授权数（件）.xlsx,分地区公路货运量(万吨）.xlsx,分地区水路货运量（万吨）.xlsx,分地区铁路货运量（万吨）.xlsx,分地区用电量（亿千瓦小时）.xlsx,风雹灾害受灾面积（千公顷）.xlsx,公路货物周转量（亿吨公里).xlsx,公路客运量（万人）.xlsx,公路旅客周转量（亿人公里）.xlsx,供热面积（万平方米）.xlsx,供热总量-热水（万吉焦）.xlsx,供热总量-蒸汽（万吉焦）.xlsx,国家自然保护区个数(个）.xlsx,国家自然保护区面积（万公顷）.xlsx,旱灾受灾面积（千公顷）.xlsx,洪涝、地质灾害和台风受灾面积（千公顷）.xlsx,技术市场成交额（万元）.xlsx,建成区绿化覆盖率（%）.xlsx,居民人均消费支出（元）.xlsx,每万人拥有公共厕所（座）.xlsx,每万人拥有公共交通车辆（标台）.xlsx,年末人口数.xlsx,年末实有道路面积（万平方米 ）.xlsx,年末实有道路长度（公里）.xlsx,企业期末使用计算机数（台）.xlsx,企业拥有网站数（个）.xlsx,全年供水总量（万立方千米）.xlsx,人工煤气管道长度（公里）.xlsx,人工煤气全年供气总量（万立方米）.xlsx,人工煤气用气人口数（万人）.xlsx,人均城市道路面积（平方米）.xlsx,人均公园绿地面积（平方米）.xlsx,人均可支配收入（元）.xlsx,人均生活用水量（升）.xlsx,生活垃圾清运量（万吨）.xlsx,生活垃圾无害化处理厂数（座）.xlsx,生活垃圾无害化处理量（万吨）.xlsx,生活垃圾无害化处理率(%).xlsx,生活垃圾无害化处理能力（吨每日）.xlsx,实用新型专利授权数（件）.xlsx,受灾人口（万人次）.xlsx,水库总容量（亿立方米）.xlsx,水路货物周转量（亿吨公里）.xlsx,水土流失治理面积（千公顷）.xlsx,水运客运量（万人）.xlsx,水运旅客周转量（亿人公里）.xlsx,天然气管道长度（公里）.xlsx,天然气全年供气总量（万立方米）.xlsx,天然气用气人口数（万人）.xlsx,铁路货物周转量（亿吨公里）.xlsx,铁路客运量（万人）.xlsx,铁路旅客周转量（亿人公里）.xlsx,外观设计专利授权数（件）.xlsx,液化石油气管道长度（公里）.xlsx,液化石油气全年供气总量（吨）.xlsx,液化石油气用气人口（万人）.xlsx,用水人口（万人）.xlsx,有电子商务交易活动企业数（个）.xlsx,主要城市降水量（毫米）.xlsx,主要城市平均气温（摄氏度）.xlsx,主要城市平均相对湿度（%）.xlsx,主要城市日照时数（小时）.xlsx
2019-天津,31775.00 ,377.50 ,12746.00 ,25526.00 ,1151.10 ,42921.00 ,22069.00 ,1151.00 ,13296.00 ,100.00 ,4939.00 ,318.90 ,100.00 ,364.60 ,NA,2346.40 ,3226.30 ,5025.00 ,31250.00 ,8955.00 ,9888.00 ,878.00 ,NA,599.36 ,12206.00 ,78.67 ,51410.00 ,16751.00 ,937.00 ,3.00 ,3.80 ,NA,NA,9092549.00 ,37.50 ,31853.60 ,1.16 ,10.93 ,1385.00 ,16918.00 ,8927.00 ,997752.00 ,8474.00 ,96911.00 ,NA,NA,NA,12.98 ,9.21 ,42404.10 ,111.20 ,300.20 ,13.00 ,300.20 ,100.00 ,13500.00 ,48252.00 ,NA,26.40 ,1546.01 ,100.60 ,141.00 ,0.22 ,29802.00 ,576197.00 ,1251.60 ,517.07 ,5332.00 ,208.52 ,4522.00 ,NA,54448.00 ,52.30 ,1303.80 ,1420.00 ,490.00 ,14.20 ,54.00 ,2596.70 ,2639.80 ,31775.00 ,377.50 ,12746.00 ,25526.00 ,1151.10 ,42921.00 ,22069.00 ,1151.00 ,13296.00 ,100.00 ,4939.00 ,318.90 ,100.00 ,364.60 ,NA,2346.40 ,3226.30 ,5025.00 ,31250.00 ,8955.00 ,9888.00 ,878.00 ,NA,599.36 ,12206.00 ,78.67 ,51410.00 ,16751.00 ,937.00 ,3.00 ,3.80 ,NA,NA,9092549.00 ,37.50 ,31853.60 ,1.16 ,10.93 ,1385.00 ,16918.00 ,8927.00 ,997752.00 ,8474.00 ,96911.00 ,NA,NA,NA,12.98 ,9.21 ,42404.10 ,111.20 ,300.20 ,13.00 ,300.20 ,100.00 ,13500.00 ,48252.00 ,NA,26.40 ,1546.01 ,100.60 ,141.00 ,0.22 ,29802.00 ,576197.00 ,1251.60 ,517.07 ,5332.00 ,208.52 ,4522.00 ,NA,54448.00 ,52.30 ,1303.80 ,1420.00 ,490.00 ,14.20 ,54.00 ,2596.70 
2019-武汉,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-西藏,2365.00 ,28.10 ,674.00 ,1853.00 ,164.40 ,6049.00 ,831.00 ,41.00 ,1949.00 ,60.11 ,1671.00 ,29.90 ,95.03 ,3.40 ,NA,38.00 ,156.60 ,79.00 ,3969.00 ,NA,55.00 ,78.00 ,NA,114.47 ,NA,NA,150.00 ,48.00 ,NA,11.00 ,3720.50 ,NA,NA,9577.00 ,37.60 ,13029.20 ,6.34 ,7.62 ,361.00 ,1664.00 ,827.00 ,36240.00 ,615.00 ,14519.00 ,NA,NA,NA,15.75 ,9.80 ,19501.30 ,303.10 ,64.70 ,8.00 ,63.60 ,98.30 ,2123.00 ,625.00 ,NA,38.60 ,NA,622.60 ,NA,NA,3459.00 ,3862.00 ,32.90 ,39.91 ,NA,NA,316.00 ,2.00 ,6894.00 ,30.60 ,100.40 ,96.00 ,1107.80 ,16.40 ,84.00 ,858.50 ,632.20 ,2365.00 ,28.10 ,674.00 ,1853.00 ,164.40 ,6049.00 ,831.00 ,41.00 ,1949.00 ,60.11 ,1671.00 ,29.90 ,95.03 ,3.40 ,NA,38.00 ,156.60 ,79.00 ,3969.00 ,NA,55.00 ,78.00 ,NA,114.47 ,NA,NA,150.00 ,48.00 ,NA,11.00 ,3720.50 ,NA,NA,9577.00 ,37.60 ,13029.20 ,6.34 ,7.62 ,361.00 ,1664.00 ,827.00 ,36240.00 ,615.00 ,14519.00 ,NA,NA,NA,15.75 ,9.80 ,19501.30 ,303.10 ,64.70 ,8.00 ,63.60 ,98.30 ,2123.00 ,625.00 ,NA,38.60 ,NA,622.60 ,NA,NA,3459.00 ,3862.00 ,32.90 ,39.91 ,NA,NA,316.00 ,2.00 ,6894.00 ,30.60 ,100.40 ,96.00 ,1107.80 ,16.40 ,84.00 ,858.50 
2019-新疆,34547.00 ,711.70 ,8949.00 ,10322.00 ,1421.60 ,76931.00 ,9084.00 ,623.00 ,19390.00 ,98.52 ,3667.00 ,302.10 ,98.55 ,22.60 ,NA,764.90 ,718.80 ,856.00 ,69290.00 ,NA,15133.00 ,2868.00 ,NA,801.76 ,15726.00 ,111.38 ,40427.00 ,18434.00 ,2624.00 ,15.00 ,1230.20 ,NA,NA,78214.00 ,39.90 ,17396.60 ,2.74 ,13.39 ,2559.00 ,19803.00 ,11873.00 ,517695.00 ,3061.00 ,110444.00 ,61.00 ,1757.00 ,6.70 ,23.67 ,14.88 ,23103.40 ,175.50 ,371.90 ,29.00 ,358.00 ,96.30 ,17036.00 ,6792.00 ,NA,210.80 ,NA,2008.10 ,NA,NA,15434.00 ,543186.00 ,767.90 ,1146.43 ,4550.00 ,303.15 ,1004.00 ,2.00 ,74782.00 ,49.50 ,826.30 ,681.00 ,276.50 ,8.00 ,60.00 ,2353.30 ,2280.90 ,34547.00 ,711.70 ,8949.00 ,10322.00 ,1421.60 ,76931.00 ,9084.00 ,623.00 ,19390.00 ,98.52 ,3667.00 ,302.10 ,98.55 ,22.60 ,NA,764.90 ,718.80 ,856.00 ,69290.00 ,NA,15133.00 ,2868.00 ,NA,801.76 ,15726.00 ,111.38 ,40427.00 ,18434.00 ,2624.00 ,15.00 ,1230.20 ,NA,NA,78214.00 ,39.90 ,17396.60 ,2.74 ,13.39 ,2559.00 ,19803.00 ,11873.00 ,517695.00 ,3061.00 ,110444.00 ,61.00 ,1757.00 ,6.70 ,23.67 ,14.88 ,23103.40 ,175.50 ,371.90 ,29.00 ,358.00 ,96.30 ,17036.00 ,6792.00 ,NA,210.80 ,NA,2008.10 ,NA,NA,15434.00 ,543186.00 ,767.90 ,1146.43 ,4550.00 ,303.15 ,1004.00 ,2.00 ,74782.00 ,49.50 ,826.30 ,681.00 ,276.50 ,8.00 ,60.00 ,2353.30 
2019-云南,20001.00 ,624.00 ,11856.00 ,21885.00 ,1217.60 ,48586.00 ,15357.00 ,827.00 ,19220.00 ,77.92 ,3133.00 ,299.00 ,97.08 ,307.10 ,NA,936.20 ,1959.60 ,2174.00 ,117145.00 ,696.00 ,4886.00 ,1812.00 ,NA,1015.20 ,30681.00 ,251.27 ,369.00 ,159.00 ,NA,20.00 ,151.00 ,NA,NA,827040.00 ,39.70 ,15779.80 ,4.59 ,12.97 ,4714.00 ,15050.00 ,7793.00 ,826983.00 ,6728.00 ,105393.00 ,342.00 ,816.00 ,NA,15.00 ,11.88 ,22082.40 ,149.80 ,455.90 ,32.00 ,454.90 ,99.80 ,13567.00 ,17405.00 ,NA,763.10 ,17.44 ,10047.70 ,1147.00 ,2.30 ,7904.00 ,48815.00 ,530.10 ,519.41 ,6553.00 ,187.92 ,2745.00 ,75.00 ,162123.00 ,251.80 ,974.20 ,1783.00 ,1406.40 ,19.20 ,76.00 ,964.50 ,3203.60 ,20001.00 ,624.00 ,11856.00 ,21885.00 ,1217.60 ,48586.00 ,15357.00 ,827.00 ,19220.00 ,77.92 ,3133.00 ,299.00 ,97.08 ,307.10 ,NA,936.20 ,1959.60 ,2174.00 ,117145.00 ,696.00 ,4886.00 ,1812.00 ,NA,1015.20 ,30681.00 ,251.27 ,369.00 ,159.00 ,NA,20.00 ,151.00 ,NA,NA,827040.00 ,39.70 ,15779.80 ,4.59 ,12.97 ,4714.00 ,15050.00 ,7793.00 ,826983.00 ,6728.00 ,105393.00 ,342.00 ,816.00 ,NA,15.00 ,11.88 ,22082.40 ,149.80 ,455.90 ,32.00 ,454.90 ,99.80 ,13567.00 ,17405.00 ,NA,763.10 ,17.44 ,10047.70 ,1147.00 ,2.30 ,7904.00 ,48815.00 ,530.10 ,519.41 ,6553.00 ,187.92 ,2745.00 ,75.00 ,162123.00 ,251.80 ,974.20 ,1783.00 ,1406.40 ,19.20 ,76.00 ,964.50 
2019-浙江,39341.00 ,1709.10 ,36794.00 ,88260.00 ,3021.90 ,172280.00 ,51185.00 ,11878.00 ,47186.00 ,100.00 ,2064.00 ,1185.10 ,100.00 ,557.60 ,NA,4005.20 ,11482.00 ,33964.00 ,177683.00 ,106878.00 ,4450.00 ,4706.00 ,NA,2082.11 ,72799.00 ,378.39 ,NA,NA,NA,11.00 ,14.90 ,NA,NA,8880078.00 ,41.50 ,32025.80 ,3.02 ,16.42 ,6375.00 ,48780.00 ,25307.00 ,4395882.00 ,46952.00 ,389283.00 ,112.00 ,454.00 ,4.20 ,19.02 ,14.03 ,49898.80 ,217.70 ,1530.20 ,77.00 ,1530.20 ,100.00 ,67067.00 ,168340.00 ,NA,445.30 ,10073.71 ,3611.40 ,4785.00 ,6.95 ,47523.00 ,656652.00 ,1634.90 ,236.11 ,24309.00 ,743.26 ,83038.00 ,328.00 ,769427.00 ,925.40 ,2564.40 ,11353.00 ,721.80 ,17.10 ,73.00 ,1799.00 ,12421.80 ,39341.00 ,1709.10 ,36794.00 ,88260.00 ,3021.90 ,172280.00 ,51185.00 ,11878.00 ,47186.00 ,100.00 ,2064.00 ,1185.10 ,100.00 ,557.60 ,NA,4005.20 ,11482.00 ,33964.00 ,177683.00 ,106878.00 ,4450.00 ,4706.00 ,NA,2082.11 ,72799.00 ,378.39 ,NA,NA,NA,11.00 ,14.90 ,NA,NA,8880078.00 ,41.50 ,32025.80 ,3.02 ,16.42 ,6375.00 ,48780.00 ,25307.00 ,4395882.00 ,46952.00 ,389283.00 ,112.00 ,454.00 ,4.20 ,19.02 ,14.03 ,49898.80 ,217.70 ,1530.20 ,77.00 ,1530.20 ,100.00 ,67067.00 ,168340.00 ,NA,445.30 ,10073.71 ,3611.40 ,4785.00 ,6.95 ,47523.00 ,656652.00 ,1634.90 ,236.11 ,24309.00 ,743.26 ,83038.00 ,328.00 ,769427.00 ,925.40 ,2564.40 ,11353.00 ,721.80 ,17.10 ,73.00 ,1799.00 
2019-重庆,22385.00 ,775.50 ,13226.00 ,27105.00 ,1515.40 ,67694.00 ,20839.00 ,2020.00 ,20955.00 ,97.36 ,2012.00 ,394.10 ,97.89 ,NA,NA,NA,NA,6988.00 ,89965.00 ,21094.00 ,1911.00 ,1160.00 ,NA,952.59 ,50990.00 ,242.98 ,NA,NA,NA,6.00 ,25.40 ,NA,NA,566518.00 ,41.80 ,20773.90 ,2.99 ,10.10 ,3188.00 ,22160.00 ,10105.00 ,NA,NA,157953.00 ,NA,NA,NA,14.38 ,16.61 ,28920.40 ,167.90 ,601.80 ,22.00 ,534.50 ,88.80 ,17099.00 ,30648.00 ,NA,126.60 ,2453.38 ,3722.50 ,756.00 ,5.73 ,23613.00 ,538136.00 ,1432.90 ,208.18 ,8407.00 ,239.24 ,6236.00 ,NA,61187.00 ,67.20 ,1508.40 ,NA,1222.60 ,22.10 ,80.00 ,1563.30 ,7659.80 ,22385.00 ,775.50 ,13226.00 ,27105.00 ,1515.40 ,67694.00 ,20839.00 ,2020.00 ,20955.00 ,97.36 ,2012.00 ,394.10 ,97.89 ,NA,NA,NA,NA,6988.00 ,89965.00 ,21094.00 ,1911.00 ,1160.00 ,NA,952.59 ,50990.00 ,242.98 ,NA,NA,NA,6.00 ,25.40 ,NA,NA,566518.00 ,41.80 ,20773.90 ,2.99 ,10.10 ,3188.00 ,22160.00 ,10105.00 ,NA,NA,157953.00 ,NA,NA,NA,14.38 ,16.61 ,28920.40 ,167.90 ,601.80 ,22.00 ,534.50 ,88.80 ,17099.00 ,30648.00 ,NA,126.60 ,2453.38 ,3722.50 ,756.00 ,5.73 ,23613.00 ,538136.00 ,1432.90 ,208.18 ,8407.00 ,239.24 ,6236.00 ,NA,61187.00 ,67.20 ,1508.40 ,NA,1222.60 ,22.10 ,80.00 ,1563.30 
2020-安徽,39776.00 ,1117.70 ,18927.00 ,27725.00 ,2409.90 ,119533.00 ,35393.00 ,2027.00 ,42841.00 ,99.24 ,2655.00 ,779.30 ,99.60 ,2490.20 ,10.60 ,2734.40 ,6281.10 ,21432.00 ,243529.00 ,123239.00 ,7735.00 ,2428.00 ,6.00 ,3412.24 ,22776.00 ,168.15 ,2576.00 ,5.00 ,3461.00 ,8.00 ,14.40 ,NA,1221.30 ,6595728.00 ,42.00 ,18877.30 ,2.68 ,13.02 ,6105.00 ,43286.00 ,17750.00 ,1547722.00 ,24581.00 ,238126.00 ,NA,NA,NA,24.29 ,14.88 ,28103.20 ,197.40 ,660.70 ,49.00 ,660.70 ,100.00 ,32242.00 ,84609.00 ,1064.10 ,203.80 ,6095.76 ,2157.00 ,111.00 ,0.15 ,32274.00 ,414417.00 ,1612.60 ,733.67 ,9479.00 ,528.99 ,13655.00 ,243.00 ,157719.00 ,156.20 ,1775.20 ,5698.00 ,1665.40 ,18.30 ,73.00 ,1607.80 ,6712.30 ,39776.00 ,1117.70 ,18927.00 ,27725.00 ,2409.90 ,119533.00 ,35393.00 ,2027.00 ,42841.00 ,99.24 ,2655.00 ,779.30 ,99.60 ,2490.20 ,10.60 ,2734.40 ,6281.10 ,21432.00 ,243529.00 ,123239.00 ,7735.00 ,2428.00 ,6.00 ,3412.24 ,22776.00 ,168.15 ,2576.00 ,5.00 ,3461.00 ,8.00 ,14.40 ,NA,1221.30 ,6595728.00 ,42.00 ,18877.30 ,2.68 ,13.02 ,6105.00 ,43286.00 ,17750.00 ,1547722.00 ,24581.00 ,238126.00 ,NA,NA,NA,24.29 ,14.88 ,28103.20 ,197.40 ,660.70 ,49.00 ,660.70 ,100.00 ,32242.00 ,84609.00 ,1064.10 ,203.80 ,6095.76 ,2157.00 ,111.00 ,0.15 ,32274.00 ,414417.00 ,1612.60 ,733.67 ,9479.00 ,528.99 ,13655.00 ,243.00 ,157719.00 ,156.20 ,1775.20 ,5698.00 ,1665.40 ,18.30 ,73.00 ,1607.80 
2020-北京,74875.00 ,315.30 ,23948.00 ,28418.00 ,NA,92683.00 ,17943.00 ,2376.00 ,16775.00 ,100.00 ,NA,710.70 ,98.39 ,12.00 ,NA,15296.40 ,25831.80 ,63266.00 ,21789.00 ,NA,414.00 ,1140.00 ,1.60 ,265.68 ,24548.00 ,43.67 ,65935.00 ,19189.00 ,NA,2.00 ,2.90 ,NA,NA,63161622.00 ,49.00 ,38903.30 ,3.22 ,17.02 ,2189.00 ,14702.00 ,8406.00 ,5032437.00 ,22366.00 ,147793.00 ,NA,NA,NA,7.67 ,16.59 ,69433.50 ,154.20 ,797.50 ,41.00 ,797.50 ,100.00 ,33811.00 ,75336.00 ,1.80 ,52.10 ,NA,928.70 ,NA,NA,30303.00 ,1854130.00 ,1475.60 ,767.10 ,6388.00 ,70.69 ,24222.00 ,229.00 ,318293.00 ,440.80 ,1885.60 ,8877.00 ,528.00 ,13.80 ,52.00 ,2441.40 ,16410.00 ,74875.00 ,315.30 ,23948.00 ,28418.00 ,NA,92683.00 ,17943.00 ,2376.00 ,16775.00 ,100.00 ,NA,710.70 ,98.39 ,12.00 ,NA,15296.40 ,25831.80 ,63266.00 ,21789.00 ,NA,414.00 ,1140.00 ,1.60 ,265.68 ,24548.00 ,43.67 ,65935.00 ,19189.00 ,NA,2.00 ,2.90 ,NA,NA,63161622.00 ,49.00 ,38903.30 ,3.22 ,17.02 ,2189.00 ,14702.00 ,8406.00 ,5032437.00 ,22366.00 ,147793.00 ,NA,NA,NA,7.67 ,16.59 ,69433.50 ,154.20 ,797.50 ,41.00 ,797.50 ,100.00 ,33811.00 ,75336.00 ,1.80 ,52.10 ,NA,928.70 ,NA,NA,30303.00 ,1854130.00 ,1475.60 ,767.10 ,6388.00 ,70.69 ,24222.00 ,229.00 ,318293.00 ,440.80 ,1885.60 ,8877.00 ,528.00 ,13.80 ,52.00 ,2441.40 
2020-福建,19536.00 ,857.80 ,17558.00 ,30924.00 ,1648.10 ,75283.00 ,20114.00 ,1859.00 ,21399.00 ,99.21 ,3545.00 ,475.10 ,99.90 ,169.80 ,NA,1767.20 ,5082.20 ,10250.00 ,91137.00 ,45018.00 ,4543.00 ,2483.00 ,3.60 ,1021.69 ,14882.00 ,90.64 ,NA,NA,NA,17.00 ,22.70 ,31.10 ,30.60 ,1635367.00 ,44.60 ,25125.80 ,4.57 ,14.18 ,4161.00 ,26168.00 ,14386.00 ,1874018.00 ,21380.00 ,188913.00 ,156.00 ,884.00 ,6.80 ,18.83 ,14.94 ,37202.40 ,214.50 ,878.50 ,35.00 ,878.50 ,100.00 ,27759.00 ,99956.00 ,59.30 ,170.40 ,7811.73 ,4031.80 ,742.00 ,0.77 ,14738.00 ,258571.00 ,800.00 ,180.90 ,7539.00 ,223.16 ,35722.00 ,195.00 ,290478.00 ,571.70 ,1388.10 ,6403.00 ,1497.60 ,16.20 ,82.00 ,1818.00 ,3919.10 ,19536.00 ,857.80 ,17558.00 ,30924.00 ,1648.10 ,75283.00 ,20114.00 ,1859.00 ,21399.00 ,99.21 ,3545.00 ,475.10 ,99.90 ,169.80 ,NA,1767.20 ,5082.20 ,10250.00 ,91137.00 ,45018.00 ,4543.00 ,2483.00 ,3.60 ,1021.69 ,14882.00 ,90.64 ,NA,NA,NA,17.00 ,22.70 ,31.10 ,30.60 ,1635367.00 ,44.60 ,25125.80 ,4.57 ,14.18 ,4161.00 ,26168.00 ,14386.00 ,1874018.00 ,21380.00 ,188913.00 ,156.00 ,884.00 ,6.80 ,18.83 ,14.94 ,37202.40 ,214.50 ,878.50 ,35.00 ,878.50 ,100.00 ,27759.00 ,99956.00 ,59.30 ,170.40 ,7811.73 ,4031.80 ,742.00 ,0.77 ,14738.00 ,258571.00 ,800.00 ,180.90 ,7539.00 ,223.16 ,35722.00 ,195.00 ,290478.00 ,571.70 ,1388.10 ,6403.00 ,1497.60 ,16.20 ,82.00 ,1818.00 
2020-甘肃,25129.00 ,392.90 ,7307.00 ,13590.00 ,901.40 ,30253.00 ,8035.00 ,697.00 ,13580.00 ,94.80 ,3235.00 ,169.10 ,98.15 ,16.00 ,177.70 ,815.70 ,543.90 ,1446.00 ,61272.00 ,1.00 ,5966.00 ,1376.00 ,136.00 ,1020.27 ,22478.00 ,140.76 ,27868.00 ,12319.00 ,648.00 ,21.00 ,671.70 ,7.20 ,74.70 ,2331559.00 ,36.30 ,16174.90 ,3.26 ,13.33 ,2501.00 ,13130.00 ,5987.00 ,379220.00 ,3934.00 ,56912.00 ,276.00 ,2092.00 ,14.30 ,20.25 ,15.15 ,20335.10 ,140.00 ,272.60 ,24.00 ,272.60 ,100.00 ,9593.00 ,17503.00 ,485.30 ,104.00 ,0.00 ,10100.00 ,55.00 ,0.09 ,4265.00 ,254405.00 ,524.80 ,1496.44 ,4153.00 ,237.87 ,2042.00 ,110.00 ,33979.00 ,75.70 ,636.40 ,803.00 ,1057.40 ,16.50 ,69.00 ,3281.30 ,2004.80 ,25129.00 ,392.90 ,7307.00 ,13590.00 ,901.40 ,30253.00 ,8035.00 ,697.00 ,13580.00 ,94.80 ,3235.00 ,169.10 ,98.15 ,16.00 ,177.70 ,815.70 ,543.90 ,1446.00 ,61272.00 ,1.00 ,5966.00 ,1376.00 ,136.00 ,1020.27 ,22478.00 ,140.76 ,27868.00 ,12319.00 ,648.00 ,21.00 ,671.70 ,7.20 ,74.70 ,2331559.00 ,36.30 ,16174.90 ,3.26 ,13.33 ,2501.00 ,13130.00 ,5987.00 ,379220.00 ,3934.00 ,56912.00 ,276.00 ,2092.00 ,14.30 ,20.25 ,15.15 ,20335.10 ,140.00 ,272.60 ,24.00 ,272.60 ,100.00 ,9593.00 ,17503.00 ,485.30 ,104.00 ,0.00 ,10100.00 ,55.00 ,0.09 ,4265.00 ,254405.00 ,524.80 ,1496.44 ,4153.00 ,237.87 ,2042.00 ,110.00 ,33979.00 ,75.70 ,636.40 ,803.00 ,1057.40 ,16.50 ,69.00 ,3281.30 
2020-广东,59326.00 ,3575.50 ,65964.00 ,117919.00 ,6501.40 ,525545.00 ,122541.00 ,8296.00 ,120331.00 ,98.99 ,3909.00 ,2748.60 ,98.49 ,543.80 ,NA,21879.30 ,30533.80 ,70695.00 ,231170.00 ,103759.00 ,9649.00 ,6926.00 ,0.10 ,2524.20 ,54946.00 ,556.31 ,NA,NA,NA,15.00 ,33.90 ,11.60 ,72.40 ,32672142.00 ,43.50 ,28491.90 ,1.94 ,11.85 ,12624.00 ,84014.00 ,49374.00 ,9914338.00 ,85688.00 ,956867.00 ,NA,NA,NA,13.26 ,18.14 ,41028.60 ,236.80 ,3102.50 ,118.00 ,3101.00 ,99.90 ,136593.00 ,380882.00 ,119.00 ,455.60 ,24404.83 ,1953.70 ,1345.00 ,4.27 ,43629.00 ,1269927.00 ,3307.20 ,282.08 ,23060.00 ,630.33 ,258148.00 ,869.00 ,2557229.00 ,2965.80 ,6241.10 ,16936.00 ,2012.30 ,17.10 ,81.00 ,1653.80 ,16213.20 ,59326.00 ,3575.50 ,65964.00 ,117919.00 ,6501.40 ,525545.00 ,122541.00 ,8296.00 ,120331.00 ,98.99 ,3909.00 ,2748.60 ,98.49 ,543.80 ,NA,21879.30 ,30533.80 ,70695.00 ,231170.00 ,103759.00 ,9649.00 ,6926.00 ,0.10 ,2524.20 ,54946.00 ,556.31 ,NA,NA,NA,15.00 ,33.90 ,11.60 ,72.40 ,32672142.00 ,43.50 ,28491.90 ,1.94 ,11.85 ,12624.00 ,84014.00 ,49374.00 ,9914338.00 ,85688.00 ,956867.00 ,NA,NA,NA,13.26 ,18.14 ,41028.60 ,236.80 ,3102.50 ,118.00 ,3101.00 ,99.90 ,136593.00 ,380882.00 ,119.00 ,455.60 ,24404.83 ,1953.70 ,1345.00 ,4.27 ,43629.00 ,1269927.00 ,3307.20 ,282.08 ,23060.00 ,630.33 ,258148.00 ,869.00 ,2557229.00 ,2965.80 ,6241.10 ,16936.00 ,2012.30 ,17.10 ,81.00 ,1653.80 
